"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"823.8","014800875","Monograph","Language material ; Text","Volume","GBA8C9744","","9781903025550","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","Worth literary classics","","England","Cambridge","Worth","2008","","xxvii, 408 pages, colour illustrations, colour map, 22 cm","Nov.2010/552","Governesses--England--Fiction ; England--Social life and customs--Fiction","Fiction","English","",""
"823.8","014858092","Monograph","Language material ; Text","Volume","GBA8E1653","","9781848681651","Gaskell, Elizabeth Cleghorn","1810-1865","person","","Gaskell, Elizabeth Cleghorn, 1810-1865 [person]","The life of Charlotte Brontë","","","","England","Stroud","Amberley","2009","","312 pages, 24 cm","YC.2010.a.11518","Novelists, English--19th century--Biography ; Brontë, Charlotte, 1816-1855","Biography","English","'reprinted of the original, unexpurgated first and second editions of 1857.'--Back cover",""
"823.8","014925962","Monograph","Language material ; Text","Volume","GBA924751","","9780099529927","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Villette","","Vintage Bronte","","England","London","Vintage","2009","","viii, 657 pages, 20 cm","H.2009/.4221","Man-woman relationships--Fiction ; Belgium--Social life and customs--Fiction","Fiction","English","",""
"823.8","015262060","Monograph","Language material ; Text","Volume","GBA950285","","9781848373136","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","Arcturus classics","","England","London","Arcturus","2009","","1 volume, 20 cm","","Governesses--England--Fiction ; England--Social life and customs--Fiction","Fiction","English","",""
"823.8","015264001","Monograph","Language material ; Text","Volume","GBA963563","","9781906059323","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre : an autobiography","","HV Classic Fiction","","England","London","","2007","","523 pages, 24 cm","H.2009/2656","","","English","",""
"823.8","015268730","Monograph","Language material ; Text","Volume","GBB605183","","9781906332129","Calway, Gareth","1956-","person","","Burns, John, 1938- [person] ; Calway, Gareth, 1956- [person]","Jane Eyre : the graphic novel, Charlotte Brontë","","Classical Comics study guide","","England","Towcester","Classical Comics","2008","","96 pages, illustrations, portraits, 30 cm","YKL.2016.b.649","Brontë, Charlotte, 1816-1855--Study and teaching (Secondary)--Activity programs--Great Britain","","English","Spiral-bound ; Suitable for teaching ages 10-17",""
"823.8","015347622","Monograph","Language material ; Text","Volume","GBA979838","","9781843912019","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Tales of the islanders","","Hesperus classics","","England","London","Hesperus","2011","","xii, 88 pages, 20 cm","YK.2012.a.8896","Adventure stories, English ; Children's stories, English","","English","introduction by Jessica Cox",""
"823.8","015357658","Monograph","Language material ; Text","Volume","GBA984891","","9781843919209","Cox, Jessica","","person","","Cox, Jessica [person]","Charlotte Brontë","","Brief lives","","England","London","Hesperus","2011","","112 pages, 20 cm","YC.2011.a.14610","Novelists, English--19th century--Biography ; Women novelists, English--19th century--Biography ; Brontë, Charlotte, 1816-1855","Biography","English","",""
"823.8","015381502","Monograph","Language material ; Text","Volume","GBA995411","","9780141040387","Brontë, Charlotte","1816-1855","person","","Davies, Stevie [person] ; Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","","","England","London","Penguin","2008","","xlii, 578 pages, 20 cm","Nov.2011/85","Governesses--England--Fiction ; England--Social life and customs--Fiction","Fiction","English","",""
"823.8","015402190","Monograph","Language material ; Text","Volume","GBA9A3739","","9780007353361","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","","","England","London","HarperCollins","2010","","559 pages, 20 cm","H.2011/.5257","Governesses--England--Fiction ; England--Social life and customs--Fiction","Fiction ; Young adult fiction","English","",""
"823.8","015414620","Monograph","Language material ; Text","Volume","GBA9A8202","","9780141035628","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Tales of Angria","","","","England","London","Penguin","2010","","517 pages, 18 cm","H.2011/.5366","Angria (Imaginary place)--Fiction","Fiction","English","Originally published: 2006",""
"823.8","015435880","Monograph","Language material ; Text","Volume","GBA9B7476","","9781900276054","Maniski, Theo","","person","","Maniski, Theo [person]","Jane Eyre, Charlotte Bronte : practice material and exercises for First Certificate literature","","Literature workbooks","","England","London","Autonomous","1995","","118 pages, 21 cm","YK.2010.a.1846","Brontë, Charlotte, 1816-1855--Examinations--Study guides","Study guide","English","",""
"823.8","015455389","Monograph","Language material ; Text","Volume","GBB002128","","9780754822240","Brontë, Charlotte","1816-1855","person","","Brontë, Emily, 1818-1848 [person] ; Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","Wuthering Heights","Classic library","","England","London","Lorenz","2010","","1 volume, colour illustrations, 24 cm","","Rejection (Psychology)--Juvenile fiction ; Children's stories, English ; Heathcliff, (Fictitious character from Brontë)--Juvenile fiction ; Foundlings--Juvenile fiction ; Eyre, Jane (Fictitious character)--Juvenile fiction ; England--Social life and customs--Juvenile fiction ; Governesses--England--Juvenile fiction ; Triangles (Interpersonal relations)--Juvenile fiction","Children's fiction","English","",""
"823.8","015489772","Monograph","Language material ; Text","Volume","GBB028209","","9780956266873","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","Pocket classics","","England","London","White's","2010","","ix, 446 pages, 19 cm","Nov.2011/804","Governesses--England--Fiction ; England--Social life and customs--Fiction","Fiction","English","",""
"823.8","015492885","Monograph","Language material ; Still image ; Text","Computer disc ; Volume","GBB525206","","9781907127021","Calway, Gareth","1956-","person","author","Calway, Gareth, 1956-, author [person]","Jane Eyre : the graphic novel","","Classical Comics teaching resource pack","","England","Litchborough, Towcester","Classical Comics","2009","UK edition","102 pages, illustrations, 30 cm + 1 CD","EMC.2013.b.70","Brontë, Charlotte, 1816-1855","","English","'Suitable for teaching ages 10-17.'",""
"823.8","015503203","Monograph","Language material ; Text","Volume","GBB1D0288","","9781907439032","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","","","England","Norwich","Samphire Press","2010","","412 pages, 20 cm","H.2011/.9210","Fathers and daughters--Fiction ; Young women--Fiction ; Orphans--Fiction ; Governesses--Fiction ; Married people--Fiction ; Country homes--Fiction ; England--Fiction ; Mentally ill women--Fiction ; Charity-schools--Fiction","Fiction","English","",""
"823.8","015510567","Monograph","Language material ; Text","Volume","GBB039091","","9780141329741","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","","","England","London","Penguin","2010","","643 pages, 20 cm","H.2011/.8307","Governesses--England--Fiction ; England--Social life and customs--Fiction","Fiction ; Young adult fiction","English","",""
"823.8","015550354","Monograph","Language material ; Text","Volume","GBB059961","","9780199576968","Brontë, Charlotte","1816-1855","person","","Smith, Margaret, 1931- [person] ; Brontë, Charlotte, 1816-1855 [person]","Charlotte Brontë : selected letters","","Oxford world's classics","","England","Oxford","Oxford University Press","2010","","xliv, 273 pages, 20 cm","YC.2011.a.9624","Novelists, English--18th century--Correspondence ; Brontë, Charlotte, 1816-1855--Correspondence","Correspondence","English","",""
"823.8","015551481","Monograph","Language material ; Text","Volume","GBB061088","","9781847062604 ; 9781847062611","Brennan, Zoe","1971-","person","","Brennan, Zoe, 1971- [person]","Brontë's Jane Eyre : a reader's guide","Jane Eyre","Continuum reader's guides","","England","London","Continuum","2010","","viii, 141 pages, 23 cm","YK.2011.a.2236","Brontë, Charlotte, 1816-1855","","English","",""
"823.8","015567007","Monograph","Language material ; Text","Volume","GBB067923","","9781444116250","Crow, Anne","","person","","Crow, Anne [person]","Jane Eyre","","Philip Allan literature guide (for A-level)","","England","Deddington","Philip Allan","2010","","94 pages","YK.2013.a.24755","Brontë, Charlotte, 1816-1855","","English","",""
"823.8","015576491","Monograph","Language material ; Text","Volume","GBB151871","","9780007350803","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","Collins classics","","England","London","Harper","2010","","xv, 490 pages, 18 cm","H.2011/.6105","Fathers and daughters--Fiction ; Young women--Fiction ; Orphans--Fiction ; Governesses--Fiction ; Married people--Fiction ; Country homes--Fiction ; England--Fiction ; Mentally ill women--Fiction ; Charity-schools--Fiction","Fiction","English","",""
"823.8","015629245","Monograph","Language material ; Text","Volume","GBB097990","","9780230103283","Torgerson, Beth E. (Beth Ellen)","","person","author","Torgerson, Beth E. (Beth Ellen), author [person]","Reading the Brontë body : disease, desire and the constraints of culture","","","","England","Basingstoke","Palgrave Macmillan","2010","","xvi, 180 pages, 22 cm","YC.2012.a.18621","Brontë, Anne, 1820-1849--Criticism and interpretation ; Women and literature--England--History--19th century ; Literature and medicine--England--History--19th century ; Brontë, Charlotte, 1816-1855--Criticism and interpretation ; Diseases in literature ; Brontë, Emily, 1818-1848--Criticism and interpretation ; Human body in literature","","English","Originally published: 2005",""
"823.8","015635969","Monograph","Language material ; Text","Volume","GBB0A2643","","9781905080700","Freeman, Sarah","","person","","Freeman, Sarah [person]","Bronte in love","","","","England","Ilkley","Great Northern","2010","","1 volume, illustrations","","Brontë, Charlotte, 1816-1855--Relations with men ; Women novelists, English--19th century--Biography","Biography","English","",""
"823.8","015662339","Monograph","Language material ; Text","Volume","GBB0B8410","","9781433108556","Jenkins, Keith A.","1953-","person","","Jenkins, Keith A., 1953- [person]","Charlotte Brontë's atypical typology","","Studies in nineteenth-century British literature","volume 9 [Studies in nineteenth-century British literature]","United States of America","New York","Peter Lang","2010","","214 pages, 24 cm","8491.155850","Bible--In literature ; Women and literature--England--History--19th century ; Typology (Theology) in literature ; Brontë, Charlotte, 1816-1855--Criticism and interpretation ; English fiction--19th century--History and criticism ; Gender identity in literature","","English","",""
"823.8","015723159","Monograph","Language material ; Text","Volume","GBB102926","","9781408493090 ; 9781408493106 ; 9781410430946","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","The professor","","","","England ; United States of America","Bath ; Waterville, Maine","Chivers ; Kennebec","2011","Large print edition","383 pages (large print), 23 cm","LT.2011.x.1654","English--Belgium--Brussels--Fiction ; Teachers--Fiction","Fiction ; Large print","English","Standard print edition originally published: 1857",""
"823.8","015733999","Monograph","Language material ; Text","Volume","GBB108968","","9780143106159","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","Penguin classics deluxe edition","","England","London","Penguin","2010","","453 pages, 22 cm","H.2012/.5658","Governesses--England--Fiction ; England--Social life and customs--Fiction","Fiction","English","",""
"823.8","015748835","Monograph","Language material ; Text","Volume","GBB118275","","9781843175711","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","","","England","London","Michael O'Mara","2011","New edition","575 pages, 20 cm","Nov.2012/2021","Young women--Fiction ; England--Social life and customs--19th century--Fiction ; Governesses--Fiction ; Eyre, Jane (Fictitious character)--Fiction","Fiction","English","",""
"823.8","015771416","Monograph","Language material ; Text","Volume","GBB133761","","9780062085634","Brontë, Charlotte","1816-1855","person","","Brontë, Charlotte, 1816-1855 [person]","Jane Eyre","","","","England ; United States of America","Enfield ; New York","Harper Perennial Modern Classics","2011","","1 volume, 21 cm","","Governesses--England--Fiction ; England--Social life and customs--Fiction","Fiction","English","",""
